Constituency,Youth_Electorate_Pct,Senior_Electorate_Pct,First_Time_Voter_Pct,Male_Pop,Female_Pop,Female_to_Male_Ratio,Female_Pop_Pct,Pucca_Pct,Semi_Pucca_Pct,Kancha_Pct,Jhupri_Pct,Extreme_Poverty_Pct,Wealth_Polarization_Index,Organized_Learning_Pct,Sanitation_Pct,Electricity_Pct,Clean_Fuel_Pct,NEET_Youth_Pct,Financial_Inclusion_Pct,Internet_Pct,Winning_Party,Winner_Name,Winner_Votes,RunnerUp_Votes,Voter_Turnout_Pct,Total_Valid_Votes,Total_Registered_Voters,YES_Pct,NO_Pct,Coalition,Winner_Vote_Share_Pct,Victory_Margin_Pct,Digital_Youth_Index,Urban_Proxy,WPI_Log,Infrastructure_Composite,Deprivation_Index
Rangpur-1,36.74,13.44,13.91,363288.2,369955.0,100.44,50.11,8.03,19.61,72.11,0.24,72.36,0.12,58.05,58.46,99.18,10.36,33.81,47.15,18.45,Bangladesh Jamaat-e-Islami,Md. Raihan Siraji,145088.0,69407.0,60.71,220874.0,371968.0,,,JAMAAT_REFORM,65.68812988400626,34.26433170042649,677.8530000000001,0.831908,0.11332868530700317,56.0,53.085
Dhaka-2,45.87,7.0,13.64,537973.5,481774.75,89.49,47.22,63.0,25.92,10.79,0.28,11.07,7.31,47.56,54.84,99.82,86.17,29.75,50.09,44.79,Bangladesh Nationalist Party,Md. Amanullah Aman,163793.0,80053.0,60.59,247976.0,415340.0,,,BNP_COALITION,66.05195664096526,33.76939703842307,2054.5173,54.2871,2.1174596088673567,80.27666666666666,20.41
Tangail-6,32.42,16.75,12.34,85027.67,96461.0,111.24,52.65,7.28,6.34,86.32,0.06,86.37,0.09,56.47,64.66,99.47,4.22,36.83,49.32,28.1,Bangladesh Nationalist Party,Md. Rabiul Awal,150952.0,91914.0,60.4,273638.0,462341.0,72.31,27.69,BNP_COALITION,55.164852834767096,21.575219815961233,911.0020000000001,0.307216,0.08617769624105233,56.11666666666667,61.6
Cox's Bazar-3,47.96,8.8,18.59,806949.0,776914.0,94.49,48.58,13.35,19.05,60.84,6.76,67.6,0.2,54.88,58.54,99.52,14.8,35.35,47.65,26.46,Bangladesh Nationalist Party,Lutfur Rahman,182096.0,161827.0,65.22,343486.0,535046.0,71.76,28.24,BNP_COALITION,53.01409664440472,5.900968307296367,1269.0216,1.9758000000000002,0.18232155679395462,57.620000000000005,51.474999999999994
Kurigram-2,36.47,14.57,13.94,312240.2,321951.8,102.2,50.54,4.77,19.88,75.13,0.21,75.34,0.08,49.76,49.48,99.0,8.81,33.89,53.2,19.29,National Citizen Party,Atikur Rahman Mojahid,179786.0,169386.0,66.67,391038.0,600806.0,,,JAMAAT_REFORM,45.976605854162514,2.6595880707245843,703.5062999999999,0.42023699999999997,0.07696104113612832,52.43,54.615
Narsingdi-1,42.42,11.6,15.89,849860.0,868462.5,100.33,50.06,25.1,28.82,45.84,0.24,46.08,0.57,56.02,57.91,99.51,16.56,33.91,49.18,26.41,Bangladesh Nationalist Party,Khairul Kabir Khokon,161405.0,92930.0,58.36,270494.0,472691.0,,,BNP_COALITION,59.670454797518616,25.314794413184767,1120.3122,4.15656,0.4510756193602167,57.99333333333334,39.995
Jashore-4,32.9,14.87,12.25,65381.0,67220.0,103.38,50.8,25.55,30.32,43.41,0.72,44.14,0.6,60.52,64.86,99.71,5.68,35.67,45.48,26.99,Bangladesh Jamaat-e-Islami,Md. Golam Rasul,176912.0,131917.0,72.29,321960.0,453624.0,67.35,32.65,JAMAAT_REFORM,54.9484408000994,13.97533855137284,887.9709999999999,1.4512399999999999,0.4700036292457356,56.75,39.905
Feni-2,41.71,13.13,16.08,545705.0,595872.5,107.62,51.82,40.75,18.24,39.92,1.1,41.01,1.04,59.2,65.24,99.6,34.7,35.04,45.68,42.59,Bangladesh Nationalist Party,Zainal Abedin,131210.0,78447.0,51.87,213536.0,424331.0,65.67,34.33,BNP_COALITION,61.446313502172934,24.70918252659973,1776.4289,14.140250000000002,0.712949807856125,66.51333333333332,38.025
Narayanganj- 5,43.02,8.97,14.25,629711.0,589015.6,94.41,48.55,51.04,21.24,27.51,0.2,27.71,2.69,52.95,52.58,99.59,45.33,30.49,52.81,35.38,Bangladesh Nationalist Party,Abul Kalam,114799.0,101196.0,56.41,263466.0,480473.0,75.02,24.98,BNP_COALITION,43.57260519383905,5.16309504831743,1522.0476000000003,23.136432,1.3056264580524357,65.83333333333333,29.1
Sirajganj-3,33.58,14.25,11.84,92490.67,94329.0,100.1,50.02,7.7,16.86,75.41,0.03,75.44,0.12,56.0,49.18,99.62,3.59,36.02,45.83,20.91,Bangladesh Nationalist Party,Md. Ainul Haque,174430.0,116802.0,67.48,291961.0,441552.0,,,BNP_COALITION,59.744280914231695,19.7382527118348,702.1578,0.27643,0.11332868530700317,50.796666666666674,55.730000000000004
Thakurgaon-2,36.25,12.71,13.4,79723.75,78858.0,98.15,49.53,7.48,32.75,59.37,0.4,59.78,0.19,52.93,51.41,99.34,6.43,35.39,49.06,17.4,Bangladesh Nationalist Party,Md. Abdus Salam,121017.0,115707.0,73.03,240715.0,337273.0,,,BNP_COALITION,50.27397544814407,2.2059281723199637,630.75,0.480964,0.173953307123438,52.39333333333334,47.585
Dinajpur-4,36.01,14.01,13.62,130981.5,129659.0,98.91,49.73,3.84,23.32,72.09,0.76,72.84,0.05,64.46,55.4,99.31,3.22,31.32,55.26,16.69,Bangladesh Nationalist Party,Md. Akhtaruzzaman Mia,166717.0,129056.0,72.84,298034.0,417762.0,,,BNP_COALITION,55.93891972056879,12.63647771730742,601.0069,0.12364800000000001,0.04879016416943201,52.64333333333334,52.08
Rangpur-3,40.97,11.11,13.91,91122.86,83330.14,90.03,47.18,44.65,20.94,34.18,0.23,34.41,36.47,60.85,61.14,99.49,54.89,23.49,55.08,42.35,Bangladesh Jamaat-e-Islami,Md. Mahbubur Rahman (Belal),157403.0,74171.0,63.71,313919.0,502992.0,,,JAMAAT_REFORM,50.14127848266591,26.513845928408287,1735.0795,24.508384999999997,3.623540612805596,71.83999999999999,28.949999999999996
Brahmanbaria-4,42.33,13.6,16.96,121392.0,141810.5,116.44,53.8,27.66,14.76,57.56,0.03,57.59,0.48,56.9,67.65,99.71,13.06,39.86,46.22,44.06,Bangladesh Nationalist Party,Mushfiqur Rahman,139842.0,91796.0,54.26,231014.0,434611.0,67.81,32.19,BNP_COALITION,60.53399361077684,20.79787372193893,1865.0598,3.612396,0.3920420877760237,60.14000000000001,48.725
Dinajpur-5,34.32,14.6,12.73,148838.0,148757.5,100.07,50.02,9.06,26.94,63.78,0.22,64.0,0.14,67.6,57.38,99.3,8.02,34.08,52.8,18.8,Independent Candidate,AZM Rezwanul Haque,114484.0,110195.0,71.53,330053.0,473429.0,,,INDEPENDENT_OTHER,34.68655034191478,1.2994882640060839,645.216,0.7266119999999999,0.1310282624064041,54.900000000000006,49.04
Lalmonirhat-3,36.51,13.92,13.73,311188.0,311798.0,101.08,50.27,7.03,25.6,67.12,0.25,67.37,0.13,56.58,58.7,98.16,15.52,32.08,51.21,22.33,Bangladesh Nationalist Party,Asadul Habib Dulu,138691.0,56244.0,67.01,201051.0,305835.0,,,BNP_COALITION,68.98299436461396,41.00800294452651,815.2682999999998,1.091056,0.12221763272424921,57.46000000000001,49.725
Bagerhat-3,36.49,13.49,11.3,64195.67,61509.0,96.16,49.02,14.28,11.61,68.02,6.09,74.11,0.22,61.94,66.48,98.75,22.85,34.25,51.05,29.64,Bangladesh Nationalist Party,Sheikh Faridul Islam,102661.0,83550.0,72.74,189451.0,265320.0,59.58,40.42,BNP_COALITION,54.18868203387683,10.087568817266735,1081.5636000000002,3.26298,0.1988508587451652,62.693333333333335,54.18
Sherpur-2,34.53,16.66,13.12,77824.33,83190.33,106.75,51.63,1.85,11.62,86.14,0.39,86.53,0.02,56.62,58.94,99.44,5.78,37.34,42.63,16.75,Bangladesh Jamaat-e-Islami,Md. Golam Kibria,118472.0,108335.0,53.86,229774.0,435884.0,72.45,27.55,JAMAAT_REFORM,51.56022874650744,4.411726304977935,578.3775,0.10693000000000001,0.019802627296179712,54.72,61.935
Jamalpur-2,36.41,14.48,13.59,158481.0,161265.0,101.76,50.44,2.69,9.74,86.96,0.6,87.56,0.03,48.17,46.81,98.7,3.3,37.56,38.02,16.96,Bangladesh Nationalist Party,A. I. Sultan Mahmud Babu,95860.0,62434.0,57.59,158900.0,280142.0,74.77,25.23,BNP_COALITION,60.32724984266834,21.035871617369413,617.5136,0.08876999999999999,0.0295588022415444,49.60333333333333,62.56
Sylhet-3,45.37,9.76,16.55,54306.25,55733.5,96.28,48.86,34.43,41.36,23.9,0.31,24.2,2.14,50.34,62.41,99.54,50.71,30.78,40.83,39.03,Bangladesh Nationalist Party,Mohammad Abdul Malik,114255.0,76614.0,48.98,196259.0,409873.0,,,BNP_COALITION,58.216438481802115,19.179247830672733,1770.7911,17.459453,1.144222799920162,70.88666666666667,27.490000000000002
Cumilla-7,40.85,10.68,15.8,71763.67,82103.33,110.48,52.48,44.95,11.49,43.09,0.46,43.55,2.92,53.75,65.39,99.06,14.01,37.8,42.19,31.95,Independent Candidate,Atikul Alam,91690.0,48509.0,56.35,177680.0,323444.0,71.47,28.53,INDEPENDENT_OTHER,51.604007203962176,24.30267897343539,1305.1575,6.2974950000000005,1.366091653802371,59.48666666666666,40.675
Dhaka-18,42.42,7.92,13.09,92276.29,77566.0,82.16,45.05,72.48,20.53,6.78,0.2,6.99,55.93,55.8,66.01,99.77,93.04,21.52,62.65,60.6,Bangladesh Nationalist Party,S. M. Jahangir Hossain,144715.0,111297.0,44.51,265383.0,605449.0,76.5,23.5,BNP_COALITION,54.53062178059634,12.59236650425988,2570.652,67.43539200000001,4.0418224429629905,86.27333333333333,14.254999999999999
Madaripur-1,37.54,13.94,13.91,94327.0,100474.5,106.34,51.54,26.7,11.93,61.14,0.23,61.37,0.52,56.1,80.31,99.9,19.92,35.67,47.56,38.57,Bangladesh Khelafat Majlish,Said Uddin Ahmad Hanzala,64909.0,64524.0,56.32,177127.0,320859.0,60.64,39.36,JAMAAT_REFORM,36.64545777888182,0.2173581667391194,1447.9178,5.31864,0.41871033485818504,66.71,48.519999999999996
Magura-2,35.81,14.65,13.38,55267.0,56731.5,103.37,50.83,17.86,20.33,61.56,0.25,61.81,0.37,54.47,77.58,99.57,2.87,37.54,52.45,25.09,Bangladesh Nationalist Party,Nitai Roy Chowdhury,147896.0,117018.0,69.0,280721.0,411555.0,60.24,39.76,BNP_COALITION,52.68433783008752,10.999533344495067,898.4729000000001,0.512582,0.31481073984003355,60.00666666666666,49.675
Faridpur-2,38.03,15.05,14.36,73913.5,78866.25,108.38,51.99,6.87,14.3,78.55,0.28,78.83,0.09,45.6,77.48,99.7,1.64,41.82,42.22,28.28,Bangladesh Nationalist Party,Shama Obayed Islam,121694.0,89305.0,65.91,212735.0,328490.0,64.68,35.32,BNP_COALITION,57.204503255223635,15.225045244083013,1075.4884000000002,0.112668,0.08617769624105233,59.60666666666666,60.325
Nilphamari-3,38.24,12.62,14.55,109083.0,111331.5,102.45,50.6,2.52,20.56,76.79,0.13,76.92,0.03,70.88,56.16,99.18,7.39,34.17,55.94,16.07,Bangladesh Jamaat-e-Islami,Obaidullah Salafi,109686.0,89807.0,70.45,202009.0,292070.0,,,JAMAAT_REFORM,54.29758080085541,9.840650664079323,614.5168,0.18622799999999998,0.0295588022415444,54.24333333333333,55.545
Feni-1,39.91,15.51,15.33,69307.67,79685.33,115.27,53.55,31.02,15.08,53.04,0.86,53.9,0.59,58.52,70.88,99.75,14.05,38.3,44.38,38.25,Bangladesh Nationalist Party,Munshi Rafiqul Alam,119904.0,85615.0,55.94,204633.0,374428.0,69.77,30.23,BNP_COALITION,58.594654821069916,16.756339397848834,1526.5575,4.35831,0.46373401623214017,61.56,46.099999999999994
Jamalpur-4,32.64,16.63,12.95,165760.0,177401.0,107.02,51.7,6.48,11.13,82.27,0.13,82.4,0.08,56.67,48.08,99.16,7.21,31.9,47.86,20.48,Bangladesh Nationalist Party,Md. Faridul Kabir Talukdar,147406.0,44947.0,65.15,194048.0,302556.0,72.07,27.93,BNP_COALITION,75.96367908970977,52.800853397097626,668.4672,0.46720800000000007,0.07696104113612832,51.48333333333334,57.150000000000006
Meherpur-1,32.41,14.91,12.33,175235.67,187421.0,106.49,51.57,45.52,12.44,41.64,0.41,42.05,1.09,60.55,61.89,99.69,5.72,37.05,43.16,31.51,Bangladesh Jamaat-e-Islami,Md. Tajuddin Khan,123271.0,105441.0,74.39,228419.0,313455.0,,,JAMAAT_REFORM,53.96705177765422,7.805830513223507,1021.2390999999999,2.603744,0.7371640659767197,55.76666666666666,39.55
Pirojpur-3,33.73,15.2,13.13,47996.33,53128.67,104.58,51.09,27.76,11.44,60.49,0.31,60.8,0.61,61.03,72.4,99.6,21.5,35.52,55.06,33.56,Bangladesh Nationalist Party,Md. Ruhul Amin Dulal,63791.0,36616.0,57.78,134683.0,237744.0,66.07,33.93,BNP_COALITION,47.36380983494576,20.177008234149817,1131.9787999999999,5.9684,0.4762341789963716,64.5,48.16
Rangpur-4,33.61,15.88,12.96,137197.0,145947.0,106.3,51.53,2.4,18.7,78.85,0.04,78.9,0.03,54.6,53.61,99.14,3.96,34.64,48.64,16.69,National Citizen Party,Akhtar Hossain,147947.0,139616.0,66.23,326770.0,505258.0,,,JAMAAT_REFORM,45.27557609327661,2.5494996480705083,560.9509,0.09504,0.0295588022415444,52.23666666666667,56.77
Chattogram-5,45.03,11.15,15.77,242383.0,255796.0,105.53,51.35,47.81,20.57,30.87,0.74,31.61,1.51,67.18,64.98,99.5,53.58,29.93,44.21,43.2,Bangladesh Nationalist Party,Mohammad Aslam Chowdhury,143552.0,91404.0,43.18,208888.0,495145.0,58.4,41.6,BNP_COALITION,68.72199456167898,24.964574317337522,1945.2960000000003,25.616598,0.9202827531436926,72.68666666666667,30.77
Dhaka-10,41.23,10.44,11.16,60398.0,50621.75,82.46,45.13,94.16,4.05,1.69,0.1,1.79,127.28,60.53,72.6,99.81,97.46,18.96,70.85,70.78,Bangladesh Nationalist Party,Sheikh Rabiul Alam,79035.0,74773.0,43.03,161920.0,382208.0,,,BNP_COALITION,48.81114130434783,2.6321640316205532,2918.2594,91.768336,4.854215374824954,89.95666666666666,10.375
Barishal-5,39.21,13.45,14.1,529016.33,546667.0,100.74,50.17,30.0,13.96,55.18,0.87,56.05,0.88,61.61,67.25,99.7,28.04,32.08,52.32,30.35,Bangladesh Nationalist Party,Md. Mojibur Rahman Sarwar,135146.0,95044.0,52.07,249815.0,494534.0,71.8,28.2,BNP_COALITION,54.098432840301825,16.05267898244701,1190.0235,8.411999999999999,0.6312717768418579,64.99666666666666,44.065
Brahmanbaria-5,41.51,14.92,17.15,251011.0,304796.0,121.43,54.84,16.23,11.48,72.26,0.03,72.29,0.22,42.33,61.81,99.52,11.04,43.65,40.96,39.94,Bangladesh Nationalist Party,Md. Abdul Mannan,85769.0,84708.0,54.58,248330.0,466759.0,74.3,25.7,BNP_COALITION,34.538315950549666,0.42725405710143766,1657.9093999999998,1.7917919999999998,0.1988508587451652,57.456666666666656,57.97
Narsingdi-5,41.69,14.4,16.97,288673.0,321888.0,111.51,52.72,14.23,14.46,71.1,0.21,71.31,0.2,54.73,63.77,99.49,23.76,34.81,45.52,34.67,Bangladesh Nationalist Party,Md. Ashraf Uddin,137690.0,44981.0,50.92,243450.0,487713.0,,,BNP_COALITION,56.55781474635448,38.081330868761555,1445.3923,3.3810480000000003,0.18232155679395462,62.339999999999996,53.06
Patuakhali- 3,34.68,16.15,13.13,105049.5,110259.0,106.26,51.51,5.93,5.14,88.44,0.5,88.94,0.07,53.12,75.47,99.49,2.61,37.21,47.99,15.84,Gono Odhikar Parishad,Md. Nurul Haque,97323.0,81361.0,63.19,232143.0,373402.0,63.14,36.86,BNP_COALITION,41.92372804693659,6.87593423019432,549.3312,0.15477299999999997,0.06765864847381481,59.19,63.075
Naogaon-4,30.4,15.37,10.41,185272.0,195299.0,105.41,51.32,7.96,22.13,69.81,0.11,69.92,0.11,58.7,52.72,99.3,2.63,39.6,49.78,17.02,Bangladesh Nationalist Party,Ikramul Bari Tipu,133924.0,97585.0,72.39,234610.0,331418.0,67.69,32.31,BNP_COALITION,57.08367077277183,15.48910958612165,517.408,0.20934799999999998,0.10436001532424277,51.54999999999999,54.760000000000005
Netrokona-4,36.72,15.46,14.2,51737.75,52571.25,99.58,49.88,3.71,10.95,84.7,0.64,85.34,0.04,44.63,37.33,98.64,7.88,36.73,42.09,15.42,Bangladesh Nationalist Party,Md. Lutfuzzaman Babar,160224.0,39840.0,56.37,204095.0,372308.0,44.58,55.42,BNP_COALITION,78.50461794752444,58.984296528577374,566.2224,0.292348,0.039220713153281295,47.949999999999996,61.035
Pabna-4,33.77,14.88,12.42,44292.5,45202.0,106.66,51.59,14.32,18.82,66.7,0.14,66.85,0.22,59.97,62.67,99.73,4.16,35.61,47.4,23.26,Bangladesh Nationalist Party,M. A. Muhit,171508.0,103884.0,70.47,301709.0,437143.0,,,BNP_COALITION,56.84550344868731,22.413650239137713,785.4902000000001,0.595712,0.1988508587451652,55.52,51.23
Gopalganj-3,38.68,13.74,14.83,48029.5,49319.5,102.24,50.55,18.97,10.17,70.65,0.21,70.86,0.3,61.49,83.92,99.74,13.23,34.13,53.61,32.12,Bangladesh Nationalist Party,S. M. Zilani,60991.0,34339.0,44.01,130906.0,306294.0,26.4,73.6,BNP_COALITION,46.591447298061205,20.359647380563153,1242.4016,2.509731,0.26236426446749106,65.63,52.495000000000005
Gazipur-1,49.38,5.15,12.68,622111.83,570692.67,89.73,47.27,30.1,44.33,25.48,0.08,25.57,1.4,48.28,40.98,99.87,76.04,24.53,61.87,41.51,Bangladesh Nationalist Party,Md. Mujibur Rahman,208688.0,149553.0,52.92,371557.0,716484.0,74.62,25.38,BNP_COALITION,56.165810360186995,15.915458462631573,2049.7638,22.88804,0.8754687373538999,72.29666666666667,25.05
Bandarban,41.89,11.01,15.2,483.93,459.9,99.09,49.15,3.68,8.6,87.03,0.69,87.72,37.34,58.63,26.71,89.49,9.45,29.97,36.41,18.26,Bangladesh Nationalist Party,Saching Pru,141455.0,26162.0,57.05,171352.0,310729.0,44.2,55.8,BNP_COALITION,82.55229002287689,67.28430365563285,764.9114000000001,0.34775999999999996,3.6464937376174986,41.88333333333333,58.845
Dhaka-15,45.57,7.48,11.86,171126.33,147004.0,79.63,44.2,86.7,9.3,3.96,0.04,4.0,39.49,53.53,60.68,99.82,96.32,20.78,64.81,63.33,Bangladesh Jamaat-e-Islami,Md. Shafiqul Rahman,85131.0,63517.0,43.48,147593.0,344308.0,80.32,19.68,JAMAAT_REFORM,57.679564749005706,14.644325950417702,2885.9481,83.50944,3.7010550300440697,85.60666666666667,12.39
Mymensingh-1,37.65,16.07,14.24,130147.5,136849.5,105.2,51.27,1.94,10.09,86.82,1.16,87.98,0.02,56.12,53.29,98.99,4.5,36.07,44.91,18.25,Independent Candidate,Mohammad Salman Omar,108265.0,101926.0,56.33,264673.0,480238.0,71.81,28.19,INDEPENDENT_OTHER,40.90519244501706,2.395030849387735,687.1125,0.0873,0.019802627296179712,52.26,62.025000000000006
Rajshahi-5,31.93,13.64,11.23,58795.0,59335.5,101.39,50.34,15.77,25.65,58.48,0.1,58.58,0.31,65.71,65.61,99.72,8.28,33.58,48.93,24.08,Bangladesh Nationalist Party,Professor Nazrul Islam,153425.0,73445.0,68.99,236050.0,350212.0,,,BNP_COALITION,64.9968227070536,33.8826519805126,768.8743999999999,1.3057559999999997,0.27002713721306015,57.87,46.08
Tangail-7,35.18,14.8,12.7,226919.0,247715.0,109.16,52.19,11.64,14.29,73.93,0.15,74.08,0.16,55.72,65.0,99.77,16.87,34.27,45.99,34.56,Bangladesh Nationalist Party,Abul Kalam Azad Siddiqui,141253.0,71040.0,58.86,213785.0,370827.0,75.63,24.37,BNP_COALITION,66.07245597212153,32.8428093645485,1215.8208,1.9636680000000002,0.14842000511827327,60.54666666666666,54.175
Dhaka-1,37.22,14.65,15.85,60823.8,70323.0,105.41,50.29,36.53,11.41,51.76,0.3,52.06,2.24,55.72,70.01,99.8,11.33,41.46,46.76,48.87,Bangladesh Nationalist Party,Khandaker Abu Ashfaq,173781.0,112622.0,55.88,294287.0,536613.0,,,BNP_COALITION,59.051538124348,20.782093670464548,1818.9414,4.1388490000000004,1.1755733298042381,60.38,46.760000000000005
Bagerhat-2,33.58,15.25,11.88,26741.5,27895.0,100.17,50.02,6.16,13.76,78.04,2.02,80.06,0.08,61.77,75.54,99.16,2.99,36.85,52.71,19.86,Bangladesh Jamaat-e-Islami,Md. Mashirur Rahman Khan,117527.0,114323.0,71.32,235071.0,334884.0,69.85,30.15,JAMAAT_REFORM,49.99638407119551,1.3629924575979173,666.8987999999999,0.18418400000000001,0.07696104113612832,59.23,58.455
Sylhet-6,43.32,10.9,16.08,93984.67,103439.0,102.32,50.42,31.78,43.62,24.22,0.38,24.6,5.26,57.22,68.28,99.33,22.87,34.32,33.06,35.58,Bangladesh Nationalist Party,Emran Ahmed Chowdhury,108612.0,1343.0,47.61,232519.0,499601.0,,,BNP_COALITION,46.71102146491254,46.13343425698545,1541.3256,7.268086,1.8341801851120072,63.49333333333334,29.46
Gopalganj-1,37.36,14.46,13.79,90171.67,97971.67,107.74,51.86,15.69,20.44,63.48,0.39,63.87,0.28,45.64,74.38,99.89,9.48,35.42,51.5,27.88,Bangladesh Nationalist Party,Md. Selimuzzaman Mollya,69462.0,54329.0,49.54,189577.0,395664.0,29.9,70.1,BNP_COALITION,36.640520738275214,7.982508426655133,1041.5968,1.487412,0.2468600779315258,61.24999999999999,49.644999999999996
Rangamati,37.42,12.13,13.28,711.68,671.66,96.12,48.61,3.53,9.02,86.94,0.51,87.45,27.09,63.55,41.35,90.66,8.33,33.46,40.6,20.31,Bangladesh Nationalist Party,Dipen Dewan,201544.0,31222.0,53.58,260598.0,503907.0,28.51,71.49,BNP_COALITION,77.33904327738509,65.35813782147216,760.0002,0.294049,3.335413641116152,46.78,60.455
Jhenaidah-1,33.93,15.88,12.14,202102.0,204633.0,101.25,50.31,12.59,16.5,70.48,0.43,70.91,0.18,49.2,63.97,99.72,3.5,30.31,52.34,25.29,Bangladesh Nationalist Party,Md. Asaduzzaman,173381.0,57055.0,72.95,229534.0,321214.0,44.43,55.57,BNP_COALITION,75.53608615717062,50.67920220969443,858.0897,0.44065,0.16551443847757338,55.73,50.61
Cumilla-2,41.3,13.78,15.86,54767.25,64744.0,111.85,52.72,21.07,10.87,67.64,0.42,68.06,0.32,56.75,67.75,99.52,7.46,35.37,46.79,25.11,Bangladesh Nationalist Party,Md. Selim Bhuiyan,77037.0,63045.0,54.72,196576.0,367775.0,,,BNP_COALITION,39.1894229203972,7.117857724238971,1037.043,1.571822,0.2776317365982795,58.24333333333333,51.715
Cumilla-11,41.76,13.55,15.51,125184.0,148882.5,115.87,53.66,35.93,16.5,47.2,0.38,47.57,0.78,56.65,59.39,99.49,12.64,38.49,44.37,32.87,Bangladesh Jamaat-e-Islami,Syed Abdullah Mohammad Taher,133308.0,76638.0,55.38,213894.0,396390.0,78.83,21.17,JAMAAT_REFORM,62.32432887318017,26.494431821369464,1372.6511999999998,4.541552,0.5766133643039938,57.173333333333325,43.03
Natore-2,32.85,14.33,11.94,387342.0,395371.33,102.4,50.59,9.59,26.37,63.96,0.09,64.04,0.16,55.97,58.29,99.62,9.11,35.38,49.08,22.95,Bangladesh Nationalist Party,M. Ruhul Quddus Talukder Dulu,162841.0,130066.0,75.05,296955.0,403550.0,,,BNP_COALITION,54.83692815409742,11.037025811991716,753.9075,0.8736489999999999,0.14842000511827327,55.673333333333325,49.71000000000001
Patuakhali- 1,35.46,16.06,13.27,279230.75,293510.5,106.7,51.62,13.06,8.14,78.08,0.72,78.8,0.17,59.68,72.68,99.32,7.2,31.11,49.29,23.12,Bangladesh Nationalist Party,Altaf Hossain Chowdhury,152087.0,58161.0,52.08,255906.0,501081.0,63.17,36.83,BNP_COALITION,59.430806624307365,36.703320750588105,819.8352000000001,0.9403200000000002,0.15700374880966475,59.73333333333333,54.955
Tangail-8,33.05,16.34,12.4,120611.5,135000.0,111.25,52.66,5.87,6.14,87.94,0.06,87.99,0.07,61.26,68.28,99.4,6.93,38.7,46.79,39.97,Bangladesh Nationalist Party,Ahmed Azam Khan,114217.0,77130.0,60.69,244697.0,409308.0,68.09,31.91,BNP_COALITION,46.67691062824636,15.15629533668169,1321.0085,0.40679099999999996,0.06765864847381481,58.20333333333334,63.345
Jashore-3,36.02,13.24,12.72,650760.0,656663.0,100.83,50.2,33.14,23.43,43.09,0.34,43.43,0.8,58.92,65.28,99.72,17.39,33.06,49.87,32.28,Bangladesh Nationalist Party,Anindya Islam Amit,201339.0,187463.0,67.69,403186.0,606630.0,75.68,24.32,BNP_COALITION,49.937001780815805,3.4415877535430295,1162.7256000000002,5.763046,0.5877866649021191,60.79666666666666,38.245000000000005
Mymensingh-2,34.82,19.33,13.36,83378.5,85838.0,111.31,52.6,1.84,15.7,81.66,0.81,82.47,0.02,51.48,42.87,99.24,8.05,38.59,41.2,18.69,Bangladesh Khelafat Majlish,Mohammadullah,146202.0,118438.0,56.68,316307.0,571433.0,75.94,24.06,JAMAAT_REFORM,46.22155058218756,8.77754839443958,650.7858,0.14812,0.019802627296179712,50.053333333333335,60.53
Chuadanga-1,34.23,13.41,12.5,146603.29,151631.86,104.1,51.0,41.07,13.35,45.37,0.21,45.58,1.26,46.6,64.76,99.58,15.99,33.91,48.35,29.9,Bangladesh Jamaat-e-Islami,Md. Masud Parvez,211041.0,153193.0,74.49,370715.0,506333.0,76.16,23.84,JAMAAT_REFORM,56.92809840443467,15.604440068516245,1023.4769999999999,6.567093,0.8153648132841945,60.11000000000001,39.745
Cumilla-10,41.53,14.41,15.89,102696.0,122736.0,115.68,53.6,22.7,12.51,63.63,1.16,64.79,0.35,54.96,55.77,98.6,5.29,38.02,45.27,24.41,Bangladesh Nationalist Party,Md. Mobasher Alam Bhuiyan,163667.0,123733.0,56.69,287110.0,522289.0,65.24,34.76,BNP_COALITION,57.00498066942984,13.90895475601686,1013.7473,1.20083,0.30010459245033805,53.22,51.405
Jhenaidah-2,34.23,13.79,12.05,229873.17,232910.5,102.89,50.69,25.52,21.06,53.13,0.3,53.43,0.54,51.85,63.5,99.76,7.81,33.66,51.55,30.54,Bangladesh Jamaat-e-Islami,Ali Azam Md. Abu Bakar,195702.0,175984.0,75.95,372996.0,499498.0,68.82,31.18,JAMAAT_REFORM,52.46758678377248,5.286383768190544,1045.3842,1.9931119999999998,0.43178241642553783,57.02333333333333,43.545
Patuakhali- 2,32.8,15.67,12.25,77547.0,86448.0,109.27,52.21,25.58,21.34,53.04,0.04,53.08,0.88,54.53,75.45,99.59,2.63,34.01,49.72,18.67,Bangladesh Jamaat-e-Islami,Md. Shafiqul Islam,100750.0,72676.0,60.87,186719.0,312783.0,64.96,35.04,JAMAAT_REFORM,53.958086750678824,15.035427567628362,612.376,0.6727539999999999,0.6312717768418579,59.223333333333336,43.545
Gaibandha-1,35.23,12.31,12.69,117152.0,124958.5,99.31,49.76,11.43,33.88,54.6,0.09,54.69,0.41,50.28,50.76,98.68,2.33,36.29,52.23,15.51,Bangladesh Jamaat-e-Islami,Md. Majedur Rahman,114595.0,28771.0,59.37,240833.0,415903.0,,,JAMAAT_REFORM,47.582764820435735,35.636312299394184,546.4173,0.26631900000000003,0.3435897043900769,50.59,45.489999999999995
